employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
10,140,33,39,42,38,31,35,1,2,16,28,234,115,12.773913043478261,0,0,2,0.0,0.0
926,664,43,25,18,42,39,21,1,4,18,26,198,114,11.736842105263158,40,0,2,0.3508771929824561,0.0
3998,3953,35,45,43,42,26,23,1,3,18,23,72,80,12.0,40,0,2,0.5,0.0
2512,2721,34,24,35,22,24,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
330,328,31,34,14,36,29,41,1,2,18,3,201,80,12.0,0,0,2,0.0,0.0
2414,2404,42,21,18,35,32,9,1,2,18,38,63,111,11.432432432432432,40,0,2,0.36036036036036034,0.0
2368,2395,43,44,17,24,28,31,1,8,11,62,168,118,12.279661016949152,21,0,2,0.17796610169491525,0.0
1108,1039,21,34,25,39,32,9,1,4,18,38,70,80,12.5,40,0,2,0.5,0.0
2906,2880,36,42,16,23,34,43,1,4,18,14,155,80,11.5,40,0,2,0.5,0.0
2135,2221,19,45,36,13,34,13,1,3,18,10,236,108,12.064814814814815,23,0,2,0.21296296296296297,0.0
2743,2730,41,41,20,20,34,28,1,6,12,65,69,80,11.5875,18,0,2,0.225,0.0
3322,3488,33,38,11,13,25,32,1,2,10,51,222,113,11.584070796460177,40,0,2,0.35398230088495575,0.0
3480,3300,16,29,30,40,27,31,1,8,11,34,214,80,11.0,40,0,2,0.5,0.0
259,13,42,37,26,24,23,36,1,4,16,6,188,80,13.0125,1,0,2,0.0125,0.0
1623,1639,38,40,38,40,29,40,1,4,18,10,243,80,13.0375,0,0,2,0.0,0.0
1456,1356,11,43,39,20,32,41,1,2,18,3,201,160,12.14375,0,31,2,0.0,0.19375
748,856,39,45,14,40,34,20,1,9,11,78,58,80,12.0,40,0,2,0.5,0.0
992,1048,17,37,23,48,43,9,1,3,18,42,229,110,12.036363636363637,17,0,2,0.15454545454545454,0.0
2747,2857,44,35,44,40,31,25,1,0,20,45,157,80,12.5,0,0,2,0.0,0.0
351,354,39,20,17,19,28,6,1,3,18,35,21,155,12.148387096774194,32,2,2,0.2064516129032258,0.012903225806451613
912,889,23,13,34,19,34,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
1984,1913,39,41,27,36,28,21,1,3,18,52,20,130,12.576923076923077,84,1,2,0.6461538461538462,0.007692307692307693
25,261,41,38,27,43,31,28,1,6,12,15,151,80,12.025,0,0,2,0.0,0.0
392,538,43,23,37,28,22,28,1,5,12,20,121,80,12.0,20,0,2,0.25,0.0
662,798,41,34,41,30,32,25,1,0,20,53,240,98,12.510204081632653,0,10,2,0.0,0.10204081632653061
2420,2433,35,18,40,18,36,20,1,0,21,9,173,135,12.481481481481481,22,0,2,0.16296296296296298,0.0
2831,2873,40,39,22,39,23,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
3276,3345,17,33,35,44,25,9,1,2,18,25,204,80,13.5,40,0,2,0.5,0.0
1904,1870,41,25,46,48,25,16,1,0,21,50,211,342,11.997076023391813,190,0,2,0.5555555555555556,0.0
3192,3158,15,30,23,35,17,9,1,3,18,36,64,80,12.0125,19,0,2,0.2375,0.0
1182,1251,44,42,41,22,28,23,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
507,554,20,22,38,40,28,28,1,6,12,81,60,80,12.0625,15,0,2,0.1875,0.0
286,233,39,44,25,13,22,42,1,4,18,36,44,119,10.806722689075631,40,0,2,0.33613445378151263,0.0
1826,1962,30,36,23,11,35,31,1,8,11,62,168,80,12.6125,17,0,2,0.2125,0.0
2457,2427,14,21,33,23,32,40,1,3,18,10,236,113,12.061946902654867,19,0,2,0.168141592920354,0.0
3347,3428,21,21,41,21,28,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
976,1047,20,32,21,28,28,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
3009,2989,21,24,18,31,32,28,1,5,12,20,121,80,12.0375,19,0,2,0.2375,0.0
3021,3005,37,40,37,30,33,9,1,3,18,38,118,80,12.0375,17,0,2,0.2125,0.0
1722,1677,22,21,36,26,30,28,1,6,12,49,123,111,13.207207207207206,58,0,2,0.5225225225225225,0.0
510,507,25,34,40,44,32,9,1,2,18,23,158,80,11.5,40,0,2,0.5,0.0
714,796,37,49,34,30,23,38,1,5,12,79,202,138,12.485507246376812,20,15,2,0.14492753623188406,0.10869565217391304
2386,2464,33,39,19,46,31,28,1,5,12,27,16,102,11.843137254901961,0,16,2,0.0,0.1568627450980392
3066,3148,17,18,23,18,37,38,1,6,12,79,31,94,11.819148936170214,40,0,2,0.425531914893617,0.0
3783,3849,35,35,16,47,28,31,1,9,11,47,1,158,11.759493670886076,53,23,2,0.33544303797468356,0.14556962025316456
3553,3570,25,15,40,28,15,23,1,2,18,31,232,108,11.675925925925926,0,0,2,0.0,0.0
260,70,36,44,21,23,28,1,1,3,18,3,119,118,11.694915254237289,46,2,2,0.3898305084745763,0.01694915254237288
3727,3721,36,44,31,21,28,9,1,4,18,18,18,80,12.5,0,0,2,0.0,0.0
1689,1733,30,25,42,18,30,13,1,4,18,22,132,80,11.5125,40,0,2,0.5,0.0
3862,3857,19,36,43,43,31,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
2924,2919,39,35,20,23,31,32,1,3,10,51,147,80,13.0,0,0,2,0.0,0.0
3755,3729,25,45,22,34,27,43,1,3,18,14,87,80,11.65,17,0,2,0.2125,0.0
2504,2610,40,18,20,37,32,13,1,4,18,10,243,117,13.136752136752136,0,0,2,0.0,0.0
773,780,20,20,43,37,32,28,1,5,12,81,127,79,12.075949367088608,39,0,2,0.4936708860759494,0.0
1407,1476,41,39,29,21,31,19,1,4,10,59,84,80,11.0,40,0,2,0.5,0.0
130,252,16,30,18,22,33,31,1,8,11,5,75,80,12.0875,17,0,2,0.2125,0.0
1409,1360,40,36,19,32,28,40,1,4,18,64,113,80,12.0125,40,0,2,0.5,0.0
1925,1954,40,18,38,15,36,11,1,8,14,4,199,111,11.387387387387387,40,0,2,0.36036036036036034,0.0
542,563,16,10,37,25,31,39,1,6,12,79,203,132,11.356060606060606,44,0,2,0.3333333333333333,0.0
3944,3940,12,28,25,50,24,33,1,0,21,12,101,80,13.0125,1,0,2,0.0125,0.0
3772,3833,35,38,43,36,40,34,1,4,16,11,112,125,11.808,46,16,2,0.368,0.128
222,88,39,17,41,43,27,42,1,8,14,33,35,106,10.80188679245283,28,0,2,0.2641509433962264,0.0
181,225,43,16,40,21,27,5,1,4,16,28,8,79,11.556962025316455,39,0,2,0.4936708860759494,0.0
3728,3736,21,37,22,18,20,31,1,9,11,55,208,96,12.5,16,3,2,0.16666666666666666,0.03125
3306,3417,45,16,15,25,33,38,1,6,12,7,23,116,12.46551724137931,0,26,2,0.0,0.22413793103448276
876,679,29,25,20,40,31,23,1,2,18,31,232,129,12.325581395348838,0,0,2,0.0,0.0
2874,2775,18,32,19,16,27,31,1,8,11,55,96,92,12.48913043478261,0,0,2,0.0,0.0
403,385,37,41,15,22,33,22,1,4,10,51,149,80,11.5,40,0,2,0.5,0.0
84,271,32,35,26,16,23,32,1,3,10,68,56,80,12.5,0,0,2,0.0,0.0
320,116,37,45,17,24,29,9,1,4,18,25,91,155,11.064516129032258,55,41,2,0.3548387096774194,0.2645161290322581
1545,1540,36,20,25,23,25,40,1,2,18,39,99,80,11.5,40,0,2,0.5,0.0
1595,1614,50,15,18,41,30,43,1,4,18,36,44,113,10.761061946902656,40,0,2,0.35398230088495575,0.0
3280,3316,11,19,37,21,28,31,1,8,11,71,181,80,12.0625,40,0,2,0.5,0.0
680,911,37,33,44,44,22,23,1,4,18,24,215,130,12.192307692307692,0,0,2,0.0,0.0
327,334,41,33,18,39,19,41,1,4,18,3,77,80,11.525,19,0,2,0.2375,0.0
3086,3068,28,39,40,26,34,4,1,2,18,21,219,80,11.5,40,0,2,0.5,0.0
3385,3500,10,36,31,28,34,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
2104,2166,36,35,18,48,18,9,1,4,16,67,130,135,11.192592592592593,42,0,2,0.3111111111111111,0.0
2014,1880,43,36,18,46,17,38,1,5,12,19,227,86,11.523255813953488,40,0,2,0.46511627906976744,0.0
695,775,25,25,50,34,27,9,1,3,18,18,120,80,13.5125,40,0,2,0.5,0.0
2491,2611,34,43,37,48,34,9,1,3,18,23,72,114,11.947368421052632,40,0,2,0.3508771929824561,0.0
2216,2062,30,41,35,20,27,13,1,4,18,39,164,116,12.198275862068966,40,0,2,0.3448275862068966,0.0
1197,1192,10,45,18,17,23,16,1,0,21,50,211,372,12.016129032258064,202,15,2,0.543010752688172,0.04032258064516129
450,411,33,40,33,42,25,6,1,2,16,28,234,80,13.0,0,0,2,0.0,0.0
703,615,36,20,33,21,29,28,1,6,12,65,69,112,11.383928571428571,23,22,2,0.20535714285714285,0.19642857142857142
1389,1405,34,40,47,28,28,31,1,8,11,71,181,152,11.223684210526315,58,4,2,0.3815789473684211,0.02631578947368421
3027,3028,37,46,43,45,36,28,1,6,12,65,69,111,11.792792792792794,21,0,2,0.1891891891891892,0.0
3652,3539,17,18,22,20,37,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
2792,2773,21,18,42,35,32,45,1,3,16,80,74,80,12.0,40,0,2,0.5,0.0
1585,1517,47,38,22,49,25,28,1,6,12,65,69,80,11.55,17,0,2,0.2125,0.0
553,376,11,14,24,40,22,35,1,2,16,58,163,80,12.5125,0,0,2,0.0,0.0
1980,1857,41,46,39,19,34,5,1,2,16,56,65,80,12.575,19,0,2,0.2375,0.0
762,837,15,10,39,30,32,42,1,8,14,61,115,80,13.5,20,0,2,0.25,0.0
65,218,37,13,45,19,31,36,1,4,16,6,188,80,13.0,0,0,2,0.0,0.0
1327,1328,16,16,18,50,31,45,1,3,16,56,226,80,13.0,0,0,2,0.0,0.0
3616,3603,42,14,40,16,25,9,1,3,16,43,111,94,12.25531914893617,54,1,2,0.574468085106383,0.010638297872340425
3111,3108,45,40,13,17,37,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
3101,3110,32,39,21,12,20,43,1,3,18,72,57,80,11.0,40,0,2,0.5,0.0
3370,3277,34,23,40,47,27,38,1,6,12,19,50,80,13.025,80,0,2,1.0,0.0
2704,2592,19,29,13,38,34,26,1,4,10,44,128,73,11.89041095890411,0,0,2,0.0,0.0
2559,2661,43,16,21,20,32,36,1,2,16,6,224,80,11.05,40,0,2,0.5,0.0
728,680,27,31,15,37,31,9,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
95,283,41,46,14,45,22,6,1,4,18,64,113,108,12.064814814814815,58,21,2,0.5370370370370371,0.19444444444444445
3251,3157,32,40,49,41,28,21,1,3,18,26,25,80,13.5,0,0,2,0.0,0.0
2975,2988,40,46,17,13,21,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
588,480,47,30,18,18,24,23,1,3,18,37,54,80,12.05,17,0,2,0.2125,0.0
2197,2079,42,21,32,25,29,40,1,4,18,40,212,113,12.079646017699115,0,0,2,0.0,0.0
833,822,36,37,42,26,34,23,1,2,18,75,131,94,11.73404255319149,7,2,2,0.07446808510638298,0.02127659574468085
1227,1188,38,17,19,40,36,26,1,2,10,51,222,80,11.5,40,0,2,0.5,0.0
3413,3288,47,34,22,46,32,42,1,2,18,23,158,80,11.525,38,0,2,0.475,0.0
2832,2779,17,17,16,37,35,9,1,2,18,25,204,112,13.214285714285714,40,0,2,0.35714285714285715,0.0
3822,3781,31,47,42,42,30,42,1,9,14,4,205,80,11.5125,40,0,2,0.5,0.0
2636,2552,38,23,18,43,30,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
3293,3337,39,43,34,20,32,9,1,2,18,36,182,114,12.74561403508772,41,0,2,0.35964912280701755,0.0
1910,2035,46,33,43,20,25,41,1,2,18,3,201,80,12.0,0,0,2,0.0,0.0
820,820,34,38,19,26,31,1,1,4,18,52,122,80,13.6125,28,0,2,0.35,0.0
3114,3179,40,19,23,40,33,5,1,2,16,82,136,80,11.0,40,0,2,0.5,0.0
836,646,40,37,32,34,25,9,1,2,18,42,76,111,13.216216216216216,40,0,2,0.36036036036036034,0.0
430,461,38,46,49,21,39,9,1,3,18,42,229,80,12.05,17,0,2,0.2125,0.0
3719,3737,43,16,31,35,30,28,1,6,12,65,69,80,11.6125,16,0,2,0.2,0.0
1636,1633,35,36,21,36,35,33,1,0,21,12,101,106,13.11320754716981,2,0,2,0.018867924528301886,0.0
2249,2109,34,38,40,17,35,42,1,8,14,46,73,111,10.936936936936936,29,29,2,0.26126126126126126,0.26126126126126126
235,186,40,35,19,44,22,1,1,4,18,64,113,132,11.992424242424242,43,0,2,0.32575757575757575,0.0
3576,3602,34,28,42,25,35,28,1,5,12,8,17,128,12.6171875,54,0,2,0.421875,0.0
1262,1171,40,37,24,30,33,42,1,9,14,46,185,132,12.863636363636363,0,0,2,0.0,0.0
3261,3070,30,43,23,27,33,0,1,7,8,3,186,80,10.5125,40,0,2,0.5,0.0
2105,2096,26,22,39,49,30,9,1,2,18,38,63,125,11.488,40,0,2,0.32,0.0
3138,3131,45,22,17,24,25,42,1,8,14,54,161,80,12.075,17,0,2,0.2125,0.0
1247,1190,44,23,48,43,29,9,1,2,18,22,191,80,11.5,40,0,2,0.5,0.0
1168,1250,38,37,37,23,31,28,1,6,12,8,106,145,12.296551724137931,38,0,2,0.2620689655172414,0.0
3038,3024,13,34,48,10,32,13,1,3,18,10,236,162,11.222222222222221,48,29,2,0.2962962962962963,0.17901234567901234
3355,3453,32,46,29,37,33,21,1,3,18,86,43,80,12.075,17,0,2,0.2125,0.0
1187,1227,21,38,21,21,29,38,1,6,12,19,50,115,12.57391304347826,82,0,2,0.7130434782608696,0.0
2576,2615,19,16,24,43,31,31,1,8,11,62,168,114,12.37719298245614,17,0,2,0.14912280701754385,0.0
1111,1138,22,22,39,40,33,32,1,3,10,68,56,80,12.5,0,0,2,0.0,0.0
2165,2236,20,22,19,37,36,1,1,3,16,56,226,80,13.0,0,0,2,0.0,0.0
2294,2380,18,24,32,25,26,9,1,3,16,67,196,80,12.5875,15,0,2,0.1875,0.0
214,66,23,45,18,25,26,42,1,9,14,46,185,139,12.820143884892087,0,0,2,0.0,0.0
1981,1900,43,44,42,10,34,40,1,2,18,40,174,119,11.378151260504202,43,0,2,0.36134453781512604,0.0
1829,1888,50,44,44,38,38,23,1,3,18,75,3,114,11.921052631578947,17,0,2,0.14912280701754385,0.0
917,843,31,34,39,33,25,6,1,2,16,82,136,80,11.0,40,0,2,0.5,0.0
2242,2190,30,16,32,22,28,13,1,2,16,43,9,80,12.0,40,0,2,0.5,0.0
2025,2042,45,19,35,17,36,42,1,4,18,36,44,80,10.5,40,0,2,0.5,0.0
3832,3842,34,35,18,35,36,16,1,0,21,9,135,389,11.52956298200514,241,0,2,0.6195372750642674,0.0
47,86,42,43,20,30,36,9,1,2,18,23,158,136,11.470588235294118,40,0,2,0.29411764705882354,0.0
1189,1159,21,45,19,18,25,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
2078,2145,50,43,45,44,30,9,1,2,16,43,9,80,12.0,40,0,2,0.5,0.0
2742,2722,32,40,17,33,28,42,1,8,14,70,170,115,12.643478260869566,16,0,2,0.1391304347826087,0.0
3915,3938,40,36,16,35,28,40,1,2,18,10,46,114,12.280701754385966,41,0,2,0.35964912280701755,0.0
2780,2862,33,43,10,18,36,28,1,5,12,81,127,95,11.978947368421053,48,15,2,0.5052631578947369,0.15789473684210525
18,54,42,20,40,16,26,6,1,2,16,82,136,110,11.10909090909091,40,0,2,0.36363636363636365,0.0
1062,971,41,24,38,10,33,13,1,4,18,35,4,80,12.5375,43,0,2,0.5375,0.0
1696,1691,16,15,24,11,34,34,1,4,16,11,112,157,11.585987261146498,59,2,2,0.37579617834394907,0.012738853503184714
3287,3408,43,40,20,18,24,38,1,5,12,87,175,106,12.037735849056604,0,22,2,0.0,0.20754716981132076
3538,3517,46,30,49,16,31,6,1,2,18,22,191,127,11.440944881889763,44,0,2,0.3464566929133858,0.0
1075,1079,41,42,10,41,39,34,1,3,16,11,29,100,11.88,20,0,2,0.2,0.0
3142,3233,43,24,13,40,39,26,1,2,10,59,241,137,10.496350364963504,56,4,2,0.40875912408759124,0.029197080291970802
3831,3840,40,38,13,36,25,6,1,3,18,22,184,80,12.5125,41,0,2,0.5125,0.0
1620,1526,45,41,25,18,29,38,1,6,12,48,30,80,12.5,0,0,2,0.0,0.0
1098,1106,26,17,46,17,31,38,1,5,12,48,55,152,11.677631578947368,47,24,2,0.3092105263157895,0.15789473684210525
3461,3279,41,18,14,22,31,42,1,8,14,46,73,80,11.1,15,0,2,0.1875,0.0
1309,1312,26,39,19,20,30,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
825,753,29,17,26,30,37,42,1,8,14,54,161,80,12.0875,16,0,2,0.2,0.0
3323,3298,20,34,10,50,23,9,1,4,18,25,91,80,11.0,40,0,2,0.5,0.0
2493,2715,30,41,17,23,35,33,1,0,21,16,235,80,12.5625,19,0,2,0.2375,0.0
597,807,20,21,22,45,28,31,1,9,11,47,1,135,11.8,45,2,2,0.3333333333333333,0.014814814814814815
3028,3033,40,23,40,41,28,42,1,9,14,61,95,113,12.575221238938052,0,0,2,0.0,0.0
739,846,44,36,17,17,31,4,1,2,18,10,219,80,12.525,42,0,2,0.525,0.0
64,168,32,38,16,27,25,32,1,2,10,68,26,80,12.1,15,0,2,0.1875,0.0
551,423,42,38,48,20,34,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
1658,1563,16,25,24,35,33,23,1,3,18,24,14,147,12.591836734693878,23,2,2,0.1564625850340136,0.013605442176870748
1358,1505,19,18,39,30,25,4,1,3,18,40,237,111,11.567567567567568,40,0,2,0.36036036036036034,0.0
1095,1015,47,50,31,10,23,13,1,3,18,22,184,80,12.5125,41,0,2,0.5125,0.0
3133,3141,41,25,43,25,29,4,1,3,18,22,237,80,12.5,40,0,2,0.5,0.0
2914,2898,46,20,15,19,28,4,1,4,18,72,110,80,12.5875,18,0,2,0.225,0.0
55,31,32,41,38,18,34,28,1,6,12,27,154,128,12.4375,0,0,2,0.0,0.0
462,370,42,38,50,23,27,21,1,2,18,26,152,110,11.045454545454545,40,0,2,0.36363636363636365,0.0
2270,2253,37,39,27,20,34,28,1,6,12,65,69,150,11.666666666666666,25,37,2,0.16666666666666666,0.24666666666666667
848,681,20,13,31,21,35,23,1,4,18,17,82,80,12.0625,19,0,2,0.2375,0.0
3330,3458,39,16,30,21,34,31,1,9,11,47,1,111,11.846846846846846,40,0,2,0.36036036036036034,0.0
1934,2003,36,43,19,47,31,23,1,4,18,31,221,110,13.518181818181818,40,0,2,0.36363636363636365,0.0
1659,1588,12,16,20,40,30,13,1,2,18,40,174,80,11.5,40,0,2,0.5,0.0
71,44,12,44,35,20,27,13,1,3,18,22,184,80,12.5125,41,0,2,0.5125,0.0
2354,2463,11,38,26,40,38,42,1,9,14,70,218,134,12.828358208955224,2,0,2,0.014925373134328358,0.0
2676,2483,34,17,40,21,25,5,1,2,16,82,136,158,11.08860759493671,58,47,2,0.3670886075949367,0.2974683544303797
353,533,40,27,40,33,26,23,1,3,18,23,72,133,12.19548872180451,40,0,2,0.3007518796992481,0.0
2604,2629,11,40,26,44,31,38,1,5,12,63,190,80,11.575,17,0,2,0.2125,0.0
3583,3632,40,21,31,16,16,40,1,2,18,39,99,80,11.5,40,0,2,0.5,0.0
3902,3906,33,25,41,29,32,34,1,2,16,58,163,80,12.5125,0,0,2,0.0,0.0
1288,1297,39,38,45,19,28,34,1,3,16,58,124,96,13.0,0,16,2,0.0,0.16666666666666666
1332,1294,40,44,20,40,25,45,1,3,16,88,171,80,11.025,40,0,2,0.5,0.0
648,637,42,18,35,20,29,28,1,5,12,15,33,130,12.338461538461539,41,0,2,0.3153846153846154,0.0
2442,2339,31,21,19,45,20,43,1,2,18,23,158,80,11.5,40,0,2,0.5,0.0
89,316,40,30,39,36,36,9,1,5,7,3,169,89,10.96629213483146,41,7,2,0.4606741573033708,0.07865168539325842
1214,1178,39,38,39,14,28,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
246,246,34,21,35,39,33,13,1,4,18,10,243,115,13.017391304347827,0,0,2,0.0,0.0
1486,1382,14,23,32,21,32,9,1,2,18,25,204,166,12.734939759036145,58,25,2,0.3493975903614458,0.15060240963855423
1881,2020,34,17,46,44,30,28,1,6,12,20,98,80,12.5,0,0,2,0.0,0.0
1683,1749,45,42,25,41,35,21,1,2,18,21,179,80,11.5,40,0,2,0.5,0.0
2840,2813,47,22,46,23,26,9,1,2,18,25,204,98,12.653061224489797,58,0,2,0.5918367346938775,0.0
710,888,22,17,41,32,29,38,1,6,12,87,197,80,12.5375,15,0,2,0.1875,0.0
1193,1225,34,22,16,24,33,26,1,3,10,74,172,90,11.544444444444444,50,2,2,0.5555555555555556,0.022222222222222223
3963,3948,39,36,40,30,25,32,1,2,10,59,241,80,10.5,40,0,2,0.5,0.0
2590,2556,39,48,40,45,33,41,1,3,18,3,41,80,12.1875,17,0,2,0.2125,0.0
1403,1506,34,41,33,36,35,34,1,3,16,82,68,80,11.5125,40,0,2,0.5,0.0
1064,1003,32,40,34,41,25,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
644,610,27,39,42,19,37,9,1,3,18,18,120,80,13.5125,40,0,2,0.5,0.0
1650,1529,39,49,20,19,33,42,1,9,14,46,185,114,12.903508771929825,0,0,2,0.0,0.0
3723,3725,20,21,17,24,31,5,1,4,16,88,7,114,12.833333333333334,0,0,2,0.0,0.0
2875,2780,36,43,42,42,35,23,1,4,18,37,209,80,10.0,40,0,2,0.5,0.0
356,479,38,43,19,33,29,38,1,5,12,13,178,124,11.443548387096774,41,0,2,0.33064516129032256,0.0
940,944,36,36,28,15,27,23,1,4,18,24,215,80,12.0,0,0,2,0.0,0.0
2136,2213,49,30,17,39,32,42,1,9,14,4,205,80,11.5,40,0,2,0.5,0.0
2632,2536,44,25,42,11,30,28,1,5,12,15,33,80,12.5,40,0,2,0.5,0.0
373,547,26,21,42,20,31,28,1,5,12,8,17,80,13.5,40,0,2,0.5,0.0
404,424,37,34,35,25,27,42,1,8,14,46,73,113,11.398230088495575,16,0,2,0.1415929203539823,0.0
3339,3271,34,38,41,34,31,6,1,4,18,64,113,86,12.104651162790697,40,0,2,0.46511627906976744,0.0
3489,3403,36,43,29,25,25,31,1,8,11,71,181,80,12.175,40,0,2,0.5,0.0
3660,3569,45,21,31,21,26,35,1,3,16,58,124,80,13.0,0,0,2,0.0,0.0
2670,2554,44,39,40,19,35,28,1,6,12,27,154,108,11.925925925925926,18,11,2,0.16666666666666666,0.10185185185185185
2631,2683,16,42,42,37,24,23,1,3,18,75,3,80,12.0375,18,0,2,0.225,0.0
177,214,33,40,11,20,21,28,1,5,12,81,127,168,11.589285714285714,74,31,2,0.44047619047619047,0.18452380952380953
2984,2994,26,46,24,30,14,34,1,4,16,67,130,80,11.0,40,0,2,0.5,0.0
3590,3623,43,24,38,21,30,23,1,4,18,37,209,86,10.0,40,0,2,0.46511627906976744,0.0
3014,3015,44,39,36,19,33,16,1,0,21,50,211,300,11.676666666666666,183,0,2,0.61,0.0
1087,1092,24,22,18,23,28,23,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
2113,2189,33,20,40,22,35,22,1,2,10,74,238,100,10.97,53,2,2,0.53,0.02
1822,1893,37,40,34,30,31,26,1,3,10,59,22,121,10.652892561983471,46,0,2,0.38016528925619836,0.0
347,362,47,44,23,23,37,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
950,1004,26,19,37,36,24,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
2283,2377,33,25,28,35,30,9,1,4,18,25,91,80,11.0,40,0,2,0.5,0.0
3554,3586,24,46,22,47,30,45,1,2,16,88,24,177,12.44632768361582,20,2,2,0.11299435028248588,0.011299435028248588
632,595,33,40,16,39,33,43,1,3,18,14,87,80,11.5625,15,0,2,0.1875,0.0
3722,3720,12,24,15,22,19,9,1,4,18,38,70,123,12.260162601626016,40,0,2,0.3252032520325203,0.0
2759,2848,32,48,10,23,25,9,1,4,18,25,91,120,11.15,40,0,2,0.3333333333333333,0.0
2426,2296,37,33,19,38,37,33,1,0,21,0,139,109,13.229357798165138,0,25,2,0.0,0.22935779816513763
1321,1344,36,40,19,10,33,13,1,2,18,39,99,141,11.539007092198581,41,0,2,0.2907801418439716,0.0
204,183,24,43,24,36,39,6,1,2,18,40,174,111,11.36936936936937,40,0,2,0.36036036036036034,0.0
888,929,47,34,43,47,40,28,1,6,12,49,123,140,13.407142857142857,63,0,2,0.45,0.0
1169,1260,40,44,22,16,32,28,1,5,12,49,145,80,11.525,40,0,2,0.5,0.0
1337,1315,16,16,34,23,28,28,1,5,12,49,145,80,11.5125,40,0,2,0.5,0.0
1571,1547,49,40,43,15,31,40,1,4,18,22,132,80,11.5125,40,0,2,0.5,0.0
35,240,23,34,30,44,33,41,1,4,18,3,77,80,11.5875,17,0,2,0.2125,0.0
442,363,39,17,19,19,23,41,1,4,18,3,77,137,11.642335766423358,25,24,2,0.18248175182481752,0.17518248175182483
3756,3733,36,49,17,50,26,41,1,3,18,3,41,80,12.2875,17,0,2,0.2125,0.0
879,819,47,44,44,21,27,31,1,8,11,55,96,102,12.431372549019608,7,0,2,0.06862745098039216,0.0
1705,1682,47,14,20,26,34,4,1,2,18,24,219,94,12.03191489361702,12,2,2,0.1276595744680851,0.02127659574468085
650,742,31,34,36,34,26,28,1,5,12,27,16,80,12.0,0,0,2,0.0,0.0
1899,1894,38,46,41,36,32,42,1,2,18,72,66,129,12.75968992248062,0,0,2,0.0,0.0
133,222,28,23,18,32,27,13,1,3,18,40,78,80,11.5,40,0,2,0.5,0.0
730,909,38,16,18,38,37,23,1,4,18,36,44,80,10.5,40,0,2,0.5,0.0
3484,3274,19,15,45,20,32,28,1,5,12,8,17,134,12.977611940298507,40,0,2,0.29850746268656714,0.0
629,764,35,37,12,17,34,9,1,2,16,67,38,80,11.5,40,0,2,0.5,0.0
1837,1808,39,38,22,38,33,28,1,5,12,20,121,96,12.114583333333334,16,0,2,0.16666666666666666,0.0
1320,1343,37,40,11,23,24,38,1,6,12,7,23,139,12.60431654676259,0,6,2,0.0,0.04316546762589928
3743,3719,45,40,38,19,25,23,1,4,18,72,166,80,12.6125,18,0,2,0.225,0.0
2253,2061,26,24,40,16,29,45,1,2,16,11,228,80,13.5,0,0,2,0.0,0.0
196,175,36,19,40,26,31,9,1,2,18,14,62,118,12.305084745762711,0,0,2,0.0,0.0
1609,1535,30,27,39,18,38,42,1,8,14,33,35,113,11.654867256637168,21,0,2,0.18584070796460178,0.0
483,484,45,43,17,42,25,33,1,0,21,41,162,80,13.0,0,0,2,0.0,0.0
2917,2931,37,17,26,45,35,6,1,3,16,82,68,100,11.35,41,0,2,0.41,0.0
1067,1094,35,27,42,20,43,43,1,2,18,23,158,80,11.5,40,0,2,0.5,0.0
2873,2739,39,40,23,43,34,31,1,8,11,71,181,80,12.1125,40,0,2,0.5,0.0
2827,2749,37,36,23,43,25,23,1,2,18,31,232,80,12.0,0,0,2,0.0,0.0
1356,1380,32,36,39,39,28,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
314,120,16,27,37,14,23,9,1,3,16,67,196,80,12.5375,15,0,2,0.1875,0.0
1374,1384,46,39,24,18,24,19,1,4,10,74,84,80,13.0,0,0,2,0.0,0.0
1328,1271,23,19,19,43,32,13,1,2,18,22,191,113,11.548672566371682,40,0,2,0.35398230088495575,0.0
